resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay href,weekDay 4,weekDay href 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,weekDay 5,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,colInst 2,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,legendControl 4,legendControl 5,enConDesc 2,headerSect 15,headerSect 16,headerSect 17,headerSect 18,headerSect 19,headerSect 20,headerSect 21,colCode 3,weekDay 6,dayInfo 7,dayInfo 8,dayInfo 9,colInst 3,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,legendControl 6,legendControl 7,enConDesc 3,enConList 3,extraTxt 12,weekDay 7,weekDay href 3,extraTxt 13,alignC,enConList 4
COMPG,Creativity and Business Innovation,RSM452H1-F,"Creativity is identified as the most important skill business leaders need at all levels. As humans, we must first embrace and develop our creativity, and then use technology to creatively solve business problems. This course guides individuals to combine their thinking, knowledge and skills in imaginative ways, develop key creative behaviours and build personal and professional creative confidence. Through a combination of active lectures, immersive in-class and in-field activities along with online tutorials, you will engage in creative ways to see business problems and opportunities in new ways and develop solutions unseen and unimagined by others. Not eligible for CR/NCR.",RSM250H1; Completion of 14.0 FCEs,Prerequisite:,RSM414H1 (Special Topics in Management: Creativity for Business Innovation); offered in Fall 2018 and Fall 2019,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,14:00,16:00,,,,,OI 4422,https://map.utoronto.ca/?id=1809#!m/494563,,,"Beausoleil, A.",of  available,0,35,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creative and Cultural Representations (1),,,Breadth Requirement:,,
COMPG,Sales and Distribution Strategy,RSM454H1-S,"Once you have a great product or service to sell, you need the right channel partners and strategies to bring your offering to the end-user. This course discusses what and how many intermediaries to partner with, partner roles and responsibilities, and how to stimulate high performance from channel partners.",RSM250H1,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Tuesday,—,16:00,18:00,,,,,WO 25,https://map.utoronto.ca/?id=1809#!m/494558,,,"Strejcek, B.",of  available,32,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Pricing,RSM455H1-F,"Approaches pricing decision as an intersection of economics and psychology. Using product categories as diverse as financial services, healthcare, industrial products and consumer packaged goods, students study dynamic pricing, value pricing, price customization, price bundling and multi-part tariffs, menu costs and price stickiness, sales promotions, and pricing in two-sided markets. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",Completion of 9.0 credits; RSM250H1,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,
COMPG,Pricing,RSM455H1-S,"Approaches pricing decision as an intersection of economics and psychology. Using product categories as diverse as financial services, healthcare, industrial products and consumer packaged goods, students study dynamic pricing, value pricing, price customization, price bundling and multi-part tariffs, menu costs and price stickiness, sales promotions, and pricing in two-sided markets. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",Completion of 9.0 credits; RSM250H1,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Wednesday,—,15:00,17:00,,,,,WO 30,https://map.utoronto.ca/?id=1809#!m/494558,,,"Zhong, Z.",of  available,21,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Big Data and Marketing Analytics,RSM456H1-S,"The course is designed to introduce students to tools used in marketing analytics. Companies have been collecting vast databases to aid them in making sound marketing decisions. Examples include retail scanner panel data which keeps track of customers’ purchase histories, loyalty-program data monitoring purchasing under different promotional environments, social network and online shopping history data. The course uses several marketing data sources to illustrate how to use statistical marketing models to evaluate the impacts of marketing-mix, and manage customer lifetime value. Not eligible for CR/NCR option. Contact Rotman Commerce for details.","ECO220Y1/ECO227Y1/(STA220H1, STA255H1)/(STA237H1, STA238H1)/(STA257H1, STA261H1)",Prerequisite:,"RSM411H1 (Special Topics in Management: Marketing Data, Models and Decisions); offered in Winter 2011, Winter 2012, Winter 2013, and Fall 2014",Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Friday,—,13:00,15:00,Friday,—,15:00,17:00,WO 30,https://map.utoronto.ca/?id=1809#!m/494558,WO 30,https://map.utoronto.ca/?id=1809#!m/494558,,of  available,1,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,,of  available,34,50,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,,,,,,,,,,,,,,,,,,,,,,Year 3   Rotman Commerce   (Faculty of Arts and Science),The Physical and Mathematical Universes (5),,,Breadth Requirement:,—,Year 4   Rotman Commerce   (Faculty of Arts and Science)
COMPG,Strategic Marketing Communication,RSM457H1-F,"This course covers how marketers communicate with customers - knowledge that is useful to students both as a manager and a consumer. The course will introduce the foundation knowledge of marketing communications as well as new trends in non-traditional media including sponsorships, social media, and digital marketing.",RSM251H1/RSM350H1,Prerequisite:,RSM414H1 (Special Topics in Management: Strategic Marketing Communication); offered in Winter 2014 and Winter 2015,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Friday,—,13:00,15:00,,,,,WO 30,https://map.utoronto.ca/?id=1809#!m/494558,,,"Snetsinger, D.",of  available,2,58,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",,,Breadth Requirement:,,
COMPG,Branding Strategy,RSM458H1-S,"Students will assume the role of senior marketing managers responsible for the design, implementation, and evaluation of branding strategies. Brands represent valuable assets that must be created, sustained, leveraged, and defended. This course will use case analysis and a group project to reinforce successful decision making and communication skills. Not eligible for CR/NCR option. Contact Rotman Commerce for details.","Completion of 9.0 credits; RSM251H1/RSM350H1/(RSM250H1, RSM392H1)",Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Thursday,—,14:00,16:00,Thursday,—,16:00,18:00,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,"Hawkins, S.",of  available,3,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,"Hawkins, S.",of  available,19,50,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,,,,,,,,,,,,,,,,,,,,,,Year 3   Rotman Commerce   (Faculty of Arts and Science),,,,,,Year 4   Rotman Commerce   (Faculty of Arts and Science)
SDST,Research Essay in Sexual Diversity,SDS458H1-F,"A research essay under the supervision of a faculty member with knowledge of sexual diversity, the proposal and supervisor subject to the approval of the SDS Program Director. Not eligible for CR/NCR option.",SDS255H1/SDS256H1/UNI255H1/UNI256H1,Prerequisite:,UNI458H1,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,
SDST,Research Essay in Sexual Diversity,SDS458H1-S,"A research essay under the supervision of a faculty member with knowledge of sexual diversity, the proposal and supervisor subject to the approval of the SDS Program Director. Not eligible for CR/NCR option.",SDS255H1/SDS256H1/UNI255H1/UNI256H1,Prerequisite:,UNI458H1,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,
COMPG,Business Design,RSM459H1-F,"What are the principles and practices that drive innovation in organizations? Create breakthrough solutions and businesses? This course teaches students how to identify customer needs, prototype new solutions and design business strategies to create competitive advantage. Students will apply the learning in real time and on real world challenges.",RSM250H1,Prerequisite:,RSM412H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,09:00,12:00,,,,,OI 4422,https://map.utoronto.ca/?id=1809#!m/494563,,,"Nachshen, J.",of  available,0,42,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",,,Breadth Requirement:,,
COMPG,Business Design,RSM459H1-S,"What are the principles and practices that drive innovation in organizations? Create breakthrough solutions and businesses? This course teaches students how to identify customer needs, prototype new solutions and design business strategies to create competitive advantage. Students will apply the learning in real time and on real world challenges.",RSM250H1,Prerequisite:,RSM412H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,09:00,12:00,,,,,OI 4422,https://map.utoronto.ca/?id=1809#!m/494563,,,,of  available,0,40,Yes: 9 students,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",,,Breadth Requirement:,—,
SDST,Honours Essay in Sexual Diversity,SDS459Y1-Y,A major research essay prepared over the course of two academic terms (one year); under the supervision of a faculty member with knowledge of sexual diversity; the proposal and supervisor subject to the approval of the SDS Program Director. Not eligible for CR/NCR option.,SDS255H1/SDS256H1/UNI255H1/UNI256H1,Prerequisite:,UNI459Y1,Exclusion:,Humanities,Distribution Requirement:,,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,—,
SDST,Advanced Research in Sexual Diversity Studies,SDS460Y1-Y,"A capstone for majors and specialists who will work closely with SDS faculty in developing their own research project while participating in this seminar and learning about key debates, methodologies, and ethical issues in conducting research in SDS. Students will learn to write proposals, ethics reviews, grants and other relevant documents. Not eligible for CR/NCR option.","1.0 credits in SDS, 0.5 of which needs to be a 300+ level SDS course",Prerequisite:,UNI460H1,Exclusion:,Social Science,Distribution Requirement:,,LEC0101,Friday,—,10:00,12:00,,,,,UC 255,https://map.utoronto.ca/?id=1809#!m/494517,UC 255,https://map.utoronto.ca/?id=1809#!m/494517,"Smith, T.",of  available,13,20,Yes: 0 student,In Person,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1240 MA SEXUAL DIVERSITY STUDIES,ASSPE1240 SP SEXUAL DIVERSITY STUDIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Society and its Institutions (3),,,Breadth Requirement:,,
COMPG,Managerial Negotiations,RSM461H1-S,"Students learn to recognize, understand, analyze, and practice essential concepts in negotiations required for understanding more complex relations within and between organizations. The main objective is to learn how to analyze the critical factors of a negotiation situation and then to be able to prescribe a course of action. A fee of $50 will be charged to your student account for role play materials. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",Completion of 9.0 credits; RSM260H1,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Thursday,—,10:00,13:00,Thursday,—,14:00,17:00,WO 20,https://map.utoronto.ca/?id=1809#!m/494558,WO 35,https://map.utoronto.ca/?id=1809#!m/494558,"Manning, R.",of  available,0,37,Yes: 2 students,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,"Manning, R.",of  available,0,37,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0301,Friday,—,10:00,13:00,"Manning, R.",of  available,0,37,Yes: 1 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,,,Year 4   Rotman Commerce   (Faculty of Arts and Science)
COMPG,Managing People in the Context of Globalization,RSM462H1-F,This course introduces students to the impact of globalization on managing people. Understanding how organizational behaviour and human resource management processes work in the international context is essential for business success. This course helps students to develop a better understanding of how effective people management can create a competitive advantage in the international context. Not eligible for CR/NCR option. Contact Rotman Commerce for details.,Completion of 9.0 credits; RSM260H1,Prerequisite:,"RSM410H1 (Special Topics in Management: Managing Human Resources in the Context of Globalization), offered in Fall 2008/Fall 2009/Fall 2010",Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,13:00,15:00,,,,,UC 244,https://map.utoronto.ca/?id=1809#!m/494517,,,"Somwaru, I.",of  available,4,55,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Society and its Institutions (3),,,Breadth Requirement:,,
COMPG,Managing People in the Context of Globalization,RSM462H1-S,This course introduces students to the impact of globalization on managing people. Understanding how organizational behaviour and human resource management processes work in the international context is essential for business success. This course helps students to develop a better understanding of how effective people management can create a competitive advantage in the international context. Not eligible for CR/NCR option. Contact Rotman Commerce for details.,Completion of 9.0 credits; RSM260H1,Prerequisite:,"RSM410H1 (Special Topics in Management: Managing Human Resources in the Context of Globalization), offered in Fall 2008/Fall 2009/Fall 2010",Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,16:00,18:00,Monday,—,18:00,20:00,WO 35,https://map.utoronto.ca/?id=1809#!m/494558,WO 35,https://map.utoronto.ca/?id=1809#!m/494558,"Somwaru, I.",of  available,0,50,Yes: 2 students,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,"Somwaru, I.",of  available,31,50,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,,,,,,,,,,,,,,,,,,,,,,Year 3   Rotman Commerce   (Faculty of Arts and Science),Society and its Institutions (3),,,Breadth Requirement:,,Year 4   Rotman Commerce   (Faculty of Arts and Science)
COMPG,The Socially Intelligent Manager,RSM463H1-S,One of the most critical skills in leadership is the ability to manage social relationships. The purpose of this course is to introduce you to the science of social intelligence so that you are knowledgeable and confident about how to handle interpersonal issues when you enter the business world. Not eligible for CR/NCR option. Contact Rotman Commerce for details.,Completion of 9.0 credits; RSM260H1,Prerequisite:,"RSM412H1 (Special Topics in Management: The Socially Intelligent Manager), offered in Fall 2009/Fall 2010",Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,13:00,15:00,,,,,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,,,"Cote, S.",of  available,11,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",,,Breadth Requirement:,,
COMPG,Organization Theory and Its Applications,RSM464H1-F,"Organization theory is an evidence-based approach that allows managers to analyze and design organizations more effectively. Focusing on organizations as social systems, the course emphasizes practical implications in topics that are essential to business success, including strategy implementation, organizational structure and culture, change management, globalization, and the organizational sources of enduring competitive advantage. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",Completion of 9.0 credits; RSM260H1,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Thursday,—,16:00,18:00,,,,,,,,,"Armstrong, A.",of  available,0,60,Yes: 0 student,Online - Synchronous,—,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Environmental and Social Responsibility,RSM466H1-S,"This course examines how corporations engage in the social economy through corporate social responsibility work and how corporations are increasingly ""going green."" It will cover current thinking and practice on corporate social responsiblity and emphasize sustainability in business practices while allowing students to give voice to their own values.",Completion of 9.0 credits,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Wednesday,—,12:00,15:00,,,,,WO 30,https://map.utoronto.ca/?id=1809#!m/494558,,,"Armstrong, A.",of  available,2,55,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Management Science Modeling with Spreadsheets,RSM470H1-F,"The course presents quantitative methods of modeling business and other systems in order to objectively evaluate available alternatives and select the ‘best’ one with respect to pre-defined criteria. Topics include: Decision Analysis, Linear Programming, Integer Programming, Network Methods, Simulation and Waiting Line Models. Not eligible for CR/NCR option. Contact Rotman Commerce for details.","Completion of 9.0 credits; ECO220Y1/ECO227Y1/(STA220H1,STA255H1)/(STA237H1, STA238H1)/(STA257H1,STA261H1)",Prerequisite:,Social Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Monday,—,15:00,17:00,,,,,WO 30,https://map.utoronto.ca/?id=1809#!m/494558,,,"Lu, T.",of  available,35,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Management Science Modeling with Spreadsheets,RSM470H1-S,"The course presents quantitative methods of modeling business and other systems in order to objectively evaluate available alternatives and select the ‘best’ one with respect to pre-defined criteria. Topics include: Decision Analysis, Linear Programming, Integer Programming, Network Methods, Simulation and Waiting Line Models. Not eligible for CR/NCR option. Contact Rotman Commerce for details.","Completion of 9.0 credits; ECO220Y1/ECO227Y1/(STA220H1,STA255H1)/(STA237H1, STA238H1)/(STA257H1,STA261H1)",Prerequisite:,Social Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Friday,—,09:00,11:00,,,,,WO 20,https://map.utoronto.ca/?id=1809#!m/494558,,,,of  available,37,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,
